Unnamed: 0,label,texts
17,1,What’s up Jenaya what’s your last played song on Spotify
18,0,Oh damn those hours hahaha it’s my most recent liked song
19,1,Food ✅ call her pretty ✅ seems reasonable
20,0,"6’2, unfortunately not 6’4 but a man can dream right"
21,0,"How tall are you? Remember, No bs"
22,0,"With a little bit of stretching I think I can reach that, might just take some more practice haha"
23,1,Hmm my guess is 4’11 with 6’11 energy
24,0,Hmm okay fair fair I was just a bit off. Alright my turn
25,1,NUT 😩
26,1,Two matches for one swipe? Black Friday deals came early
27,0,I do indeed have an ass tat 😭
28,0,Hey haha how are you?
29,0,I’m chillin just stuck at home like everyone else lol. V boring
30,0,I’m about to graduate in marketing and information systems haha so a good balance between people and numbers. Wbu??
31,1,I fucking know Alyssa tryna link
32,0,Brownies are my love language
33,0,Those are a special typa brownie
34,0,Middle hits all of the right spots but if I get the right type of corner it HITS DIFFERENT
35,0,So more times than not a middle piece but a corner can go above and beyond
36,0,More times than not
37,1,U absolutely right Lindsey
38,0,Yeah that’s me hahahaha the young Kanye
39,0,What happened?!? Haha
40,1,That’s too nice I could say the same for u 👀
41,1,Hey Jennie you tryna link?
42,0,How are you Itzel
43,0,How are you
44,0,Damn Graham
45,1,You tryna link
46,0,Ah the important parts
47,1,Hey avisha you tryna link?
48,0,Hey what’s up haha you vote yet?
49,0,Just voted today!  FDT lmao fingers crossed for Nov 3
50,0,I gotchu haha
51,1,U tryna link?
52,1,Natalie Natalie Natalie
53,1,U tryna link?
54,0,Hey how’s it going
55,0,Been doing good so far
56,1,U tryna meet up?
57,0,Ofc haha
58,1,U tryna link?
59,0,I have OCD!
60,0,Fun fact lmao
61,1,U tryna meet up?
62,1,No winter relationship but we can be 10/10 buddies
63,1,U tryna link?
64,1,Seattle but with a bunch of ppl u alone?
65,1,U tryna meet tho? I’m down
66,0,We close
67,1,Haha send me your addy and we’ll meet tho
68,0,I’ll give u time doe
69,0,Bet how much time u need?
70,0,Bet
71,1,Meet outside alder in 10?
72,0,Bet I got u
73,0,See you soon
74,1,Gimme your number for ease?
75,0,Okay cool
76,1,Hey this is a bit forward but do u have a condom or should I bring one
77,0,You’ll be happily surprised
78,0,Hmm
79,1,Snap?
80,0,"Noah sent you a special message.
Update the app to view the message."
81,1,U tryna meet up?
82,0,L
83,1,Lmaoooo hi Hailey
84,0,Tell me your favorite song right now
85,0,Lmao Hailey how are you tho
86,0,Madronaaaa
87,1,U tryna link?
88,0,Haha hey Milena
89,1,U tryna link?
90,0,Haha hey Elizabeth
91,1,U tryna link?
92,1,U tryna link?
93,1,U tryna link?
94,1,U tryna link?
95,0,Haha how’s it going
96,0,Hey McKenna
97,0,Lmaoo hi annie b
98,0,It only took 4 months 😂😂
99,0,Pretty well! Quarantine is a bummer but what can u do lol
100,0,Hey how’s it going
101,0,"I’m doing pretty well, as well as u can in quarantine I suppose lol"
102,0,I just need that David Fragrance to complete the fit 😤
103,1,How can you be 70 miles away but still live in my head?
104,0,YES though it’s sad he’s not making vlogs rn :( how are you doing?
105,1,Sadly lost the stilts but can still give you a piggy back ride. Practically the same
106,0,I keep waiting to hit that magic number but it hasn’t come yet
107,0,Hey! It’s been pretty... boring for the most part haha. I’ve been working all week on my resume and job apps for post graduation :( wbu?
108,0,Anaaaaa what’s good
109,0,Do anything spontaneous recently?
110,0,Sorry I haven’t checked Tinder in a minute haha but if I go off of yesterday I’d probably say the end of yesterday. I got some work done I was pushing off. Finally felt productive lol
111,1,I’m curious what was your favorite part of yesterday?
112,1,Hmmm guess my favorite drunk food and I’ll guess yours haha
113,1,Aw thank you ❤️❤️ I love your wings
114,0,Heylo what’s your go to late night drive song
115,0,Need to see if ur on aux 👀
116,0,It’s more of a wish than a reality sadly :(
117,0,What’s tik tok?
118,0,Hey how’s it going haha what’s the coolest thing you’ve done in quarantine so far
119,0,That obvious huh? 😂
120,1,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
121,0,HAHA good ol Mount Si high school
122,0,High School was kind of a blur I feel like I didn’t talk to a whole lot of people 😂 that’s sweet tho
123,0,If I rememberrrr correctly I wanna say it was Health! Haha I could be wrong tho
124,0,Yeah! Sadly not for a whole lot longer and with Covid not on campus :( but love love love UW I wish I could stay for another 4 years
125,0,Ugh Covid really fucking up our last time at UW 😕 yep haha I’m set to graduate in March
126,0,What are you majoring in?
127,0,Nice!! A friend of mine is entre minor too she loves it
128,0,I’m marketing and information systems haha trying to balance a more social major with a more technical one. We’ll see what comes of it haha
129,1,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
130,0,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
131,1,Haha it is a perfect first date tho
132,1,I see that UW dorm bed lol which dorm did u stay in?
133,0,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
134,1,"Bet, 2 lokos each. Dealbreaker tho, which flavors are u choosing?"
135,0,🤢🤮 we agree there
136,0,Peach <<<
137,0,I’d probably do peach and grape
138,0,"I did it before with grape and fruit punch, fruit punch was not the move"
139,1,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
140,1,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
141,1,Are we about to kiss right now 😳
142,1,As long as we kissed from 6 ft away with our N95s on I see no problem
143,1,If you kiss at night tho Covid doesn’t know 🤫
144,1,"Covid has bad eyesight, so as long as you kiss at night you’re safe"
145,1,"Alright alright 3 things and you guess...

1. Favorite artists are Frank Ocean, SZA, and Rex Orange County
2. Marketing and Information Systems major at UW
3. Just got my ears pierced but it’s not in any of my tinder photos yet"
146,1,How about a pickup lime
147,1,Feeling strong 7 vibes today but 3 is my normal
148,1,Are you my laptop? Cause you’re really hot and I’m kinda nervous 👉🏼👈🏼
149,1,Daddy? Let’s go
150,1,There’s no other eay
151,0,Snapchat: tronvaughn
152,0,Better add me I guess
153,1,Let’s swap Spotify playlists and make assumptions about eachother
154,1,Are you my laptop? Cause you’re really hot and I’m kinda nervous 👉🏼👈🏼
155,1,Cuz it’s mad wet
156,0,Hey if it lets me send this
157,0,Snapchat: tronvaughn
158,0,Then it works
159,1,Are you my laptop? Cause you’re really hot and I’m kinda nervous 👉🏼👈🏼
160,1,Cuz it’s mad wet
161,1,Are you my laptop? Cause you’re really hot and I’m kinda nervous 👉🏼👈🏼
162,1,Are you my laptop? Cause you’re really hot and I’m kinda nervous 👉🏼👈🏼
163,1,Are you my laptop? Cause you’re really hot and I’m kinda nervous 👉🏼👈🏼
164,1,Lemme fuck ur life up
165,1,Are you my laptop? Cause you’re really hot and I’m kinda nervous 👉🏼👈🏼
166,1,Let’s make a movie
167,1,You can be the port to my land 😝😢
168,0,🙈🙈🙈🙈🙈
169,0,"HAHA I love this, very professional"
170,0,It’s 1 and 2 for me
171,1,"you me.
2 four lokos
chuck e cheese
skeeeeeeeee ball
uh oh a couple of 8 year olds are mouthing off
should we fight em?
YOU BETCHA
a couple of roundhouse kicks later
we got all their tickets
grand prize?
ab
so
lutley
THEN
picnic, on the train tracks
ON
THE TRAIN TRACKS
two more four lokos
thats 4 four lokos
thats loco
locomotive
HERE COMES THE TRAIN
doesnt matter were done eating
chase that s**t
for
mIILEEESSSSSS
traisn too fast
cant catch it
thats ok
well sit by the highway and throw marbles at passing cars
whadya think?"
172,0,That’s one thing we have in common
173,1,I have a feeling there are other things we have in common too
174,0,Favorite artist go
175,0,I see u I respect that
176,0,WAP baby
177,0,"My top 3 are Frank Ocean, SZA, and then Harry Styles"
178,0,A bit different
179,0,But a vibe for sure
180,0,UMI I’m about it
181,0,Rose what is the coolest thing about yourself
182,0,Lmaooo cold blooded
183,0,Idk I’m in the Udistrict and haven’t caught Covid so I’m built different
184,0,How would u best describe your personality
185,0,Snapchat: tronvaughn
186,0,Also here
187,0,Hey if u don’t have underlying heavy anxiety are you really living?
188,0,I feel that I’ve gained a good “go with the flow” attitude through college but always looking to improve
